Ontology ID	In Subset
GAZ:00001550	Covid-19
GAZ:00000909	Covid-19
GAZ:00000910	Covid-19
GAZ:00002522	Covid-19
GAZ:00003953	Covid-19
GAZ:00009718	Covid-19
GAZ:00002894	Covid-19
GAZ:00003203	Covid-19
GAZ:00007120	Covid-19
GAZ:00002952	Covid-19
GAZ:00000843	Covid-19
GAZ:00002839	Covid-19
GAZ:00003727	Covid-19
GAZ:00004474	Covid-19
GAZ:00004483	Covid-19
GAZ:00002943	Covid-19
GAZ:00052477	Covid-19
GAZ:00002476	Covid-19
GAZ:00002650	Covid-19
GAZ:00003781	Covid-19
GAZ:00005853	Covid-19
GAZ:00002747	Covid-19
GAZ:00007118	Covid-19
GAZ:00001551	Covid-19
GAZ:00007114	Covid-19
GAZ:00002473	Covid-19
GAZ:00005809	Covid-19
GAZ:00004999	Covid-19
GAZ:00001101	Covid-19
GAZ:00005682	Covid-19
GAZ:00007116	Covid-19
GAZ:00006894	Covid-19
GAZ:00011337	Covid-19
GAZ:00005285	Covid-19
GAZ:00006893	Covid-19
GAZ:00006889	Covid-19
GAZ:00002958	Covid-19
GAZ:00002478	Covid-19
GAZ:00001098	Covid-19
GAZ:00000911	Covid-19
GAZ:00000566	Covid-19
GAZ:00003858	Covid-19
GAZ:00007144	Covid-19
GAZ:00002960	Covid-19
GAZ:00002947	Covid-19
GAZ:00003202	Covid-19
GAZ:00001108	Covid-19
GAZ:00001105	Covid-19
GAZ:00003902	Covid-19
GAZ:00006924	Covid-19
GAZ:00000584	Covid-19
GAZ:00004017	Covid-19
GAZ:00007161	Covid-19
GAZ:00067143	Covid-19
GAZ:00000583	Covid-19
GAZ:00003745	Covid-19
GAZ:00003943	Covid-19
GAZ:00002852	Covid-19
GAZ:00005862	Covid-19
GAZ:00007112	Covid-19
GAZ:00003897	Covid-19
GAZ:00003857	Covid-19
GAZ:00008744	Covid-19
GAZ:00006898	Covid-19
GAZ:00003988	Covid-19
GAZ:00000565	Covid-19
GAZ:00001100	Covid-19
GAZ:00006899	Covid-19
GAZ:00001096	Covid-19
GAZ:00006900	Covid-19
GAZ:00007119	Covid-19
GAZ:00004399	Covid-19
GAZ:00002946	Covid-19
GAZ:00005206	Covid-19
GAZ:00000469	Covid-19
GAZ:00002978	Covid-19
GAZ:00000585	Covid-19
GAZ:00000912	Covid-19
GAZ:00006902	Covid-19
GAZ:00005908	Covid-19
GAZ:00002801	Covid-19
GAZ:00006895	Covid-19
GAZ:00002284	Covid-19
GAZ:00003958	Covid-19
GAZ:00002699	Covid-19
GAZ:00005283	Covid-19
GAZ:00005246	Covid-19
GAZ:00006905	Covid-19
GAZ:00002892	Covid-19
GAZ:00003922	Covid-19
GAZ:00010832	Covid-19
GAZ:00002933	Covid-19
GAZ:00002932	Covid-19
GAZ:00004525	Covid-19
GAZ:00005867	Covid-19
GAZ:00002939	Covid-19
GAZ:00004126	Covid-19
GAZ:00006935	Covid-19
GAZ:00005286	Covid-19
GAZ:00001088	Covid-19
GAZ:00003945	Covid-19
GAZ:00002951	Covid-19
GAZ:00023304	Covid-19
GAZ:00002721	Covid-19
GAZ:00001087	Covid-19
GAZ:00000849	Covid-19
GAZ:00006906	Covid-19
GAZ:00006909	Covid-19
GAZ:00003942	Covid-19
GAZ:00005841	Covid-19
GAZ:02000565	Covid-19
GAZ:00006910	Covid-19
GAZ:00003102	Covid-19
GAZ:00006927	Covid-19
GAZ:00005279	Covid-19
GAZ:00000913	Covid-19
GAZ:00002957	Covid-19
GAZ:00006922	Covid-19
GAZ:00000914	Covid-19
GAZ:00003923	Covid-19
GAZ:00012579	Covid-19
GAZ:00002956	Covid-19
GAZ:00002955	Covid-19
GAZ:00005275	Covid-19
GAZ:00001104	Covid-19
GAZ:00001094	Covid-19
GAZ:00003990	Covid-19
GAZ:00002802	Covid-19
GAZ:00233439	Covid-19
GAZ:00000591	Covid-19
GAZ:00010831	Covid-19
GAZ:00003924	Covid-19
GAZ:00002475	Covid-19
GAZ:00000560	Covid-19
GAZ:00002525	Covid-19
GAZ:00005396	Covid-19
GAZ:00001099	Covid-19
GAZ:00002729	Covid-19
GAZ:00002941	Covid-19
GAZ:00002474	Covid-19
GAZ:00005341	Covid-19
GAZ:00006912	Covid-19
GAZ:00001103	Covid-19
GAZ:00003744	Covid-19
GAZ:00006913	Covid-19
GAZ:00000915	Covid-19
GAZ:00260188	Covid-19
GAZ:00006916	Covid-19
GAZ:00003767	Covid-19
GAZ:00005812	Covid-19
GAZ:00000562	Covid-19
GAZ:00000558	Covid-19
GAZ:00005018	Covid-19
GAZ:00003955	Covid-19
GAZ:00009715	Covid-19
GAZ:00002459	Covid-19
GAZ:00001102	Covid-19
GAZ:00002724	Covid-19
GAZ:00005282	Covid-19
GAZ:00002637	Covid-19
GAZ:00002930	Covid-19
GAZ:00004979	Covid-19
GAZ:00006918	Covid-19
GAZ:00002931	Covid-19
GAZ:00003756	Covid-19
GAZ:00003959	Covid-19
GAZ:00007111	Covid-19
GAZ:00007191	Covid-19
GAZ:00009572	Covid-19
GAZ:00000564	Covid-19
GAZ:00005284	Covid-19
GAZ:00001107	Covid-19
GAZ:00001106	Covid-19
