Ontology ID	label	Type	"term replaced by
ID"	term replaced by	deprecated	member of	is about	parent class ID	parent class	Subclass ID	Subclass axiom	created	english exact syn.	definition	definition source	example of usage	term editor	curation status	editor note	comment	in subset	database cross reference	see also	Equivalence axiom
GENEPIO:0100061	inability to arouse	class				patient signs and symptoms enumeration		GENEPIO:0001170	organism datum			2022-01-19T18:23:15.862Z	inability to stay awake	Inability to arouse in response to one or more external stimuli.			0000-0002-9578-0788	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100062	cyanotic face	class				patient signs and symptoms enumeration		DOID:1287	cardiovascular system disease			2022-01-19T18:23:15.862Z	bluish face	Persistent blue discoloration of the lips.			0000-0002-9578-0788	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100063	central cyanosis	class				patient signs and symptoms enumeration		DOID:1287	cardiovascular system disease			2022-01-19T18:23:15.862Z		Generalized bluish discoloration of the body and the visible mucous membranes, which occurs due to inadequate oxygenation secondary to conditions that lead to an increase in deoxygenated hemoglobin or presence of abnormal hemoglobin.			0000-0002-9578-0788	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100064	cyanotic lips	class				patient signs and symptoms enumeration		DOID:1287	cardiovascular system disease			2022-01-19T18:23:15.862Z	bluish lips	Persistent blue discoloration of the lips.			0000-0002-9578-0788	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100065	peripheral cyanosis	class				patient signs and symptoms enumeration		DOID:1287	cardiovascular system disease			2022-01-19T18:23:15.862Z		Bluish discoloration of the distal extremities (hands, fingertips, toes), and can sometimes involve circumoral and periorbital areas. Mucous membranes are generally not involved.			0000-0002-9578-0788	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100066	fever (>=38°C)	class				patient signs and symptoms enumeration		GENEPIO:0001170	organism datum			2022-01-19T18:23:15.862Z	fever (>=100.4°F)	Fever that exceeds 38 degrees centigrade.			0000-0002-9578-0788	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100067	ground glass opacities	class				patient signs and symptoms enumeration		GENEPIO:0001170	organism datum			2022-01-19T18:23:15.862Z	GGO	Focal or diffuse areas of ill-defined, hazy, increased lung attenuation, which cause pulmonary vascular indistinctness, yet through which vessels can still be identified via high-resolution computed tomography or the conventional radiograph.	PMID: 12465687		0000-0002-9578-0788	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100068	silent hypoxemia	class				patient signs and symptoms enumeration		DOID:1287	cardiovascular system disease			2022-01-19T18:23:15.862Z		Abnormally low blood oxygen level without the presence of dyspnea/dyspnoea.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7397783/		0000-0002-9578-0788	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100069	otitis	class				patient signs and symptoms enumeration		DOID:7	disease of anatomical entity			2022-01-19T18:23:15.862Z		Inflammation of infection of the ear.			0000-0002-9578-0788	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100070	pharyngeal exudate	class				patient signs and symptoms enumeration		IAO:0000027	data item			2022-01-19T18:23:15.862Z		Fluid exuded from the pharynx posterior wall.			0000-0002-9578-0788	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100071	obsolete: prostration	class	HP:0025406	Asthenia	TRUE							2022-01-19T18:23:15.862Z		Complete physical or mental exhaustion.	https://www.merriam-webster.com/dictionary/prostration#:~:text=Medical%20Definition%20of%20prostration,mental%20exhaustion%20%E2%80%94%20see%20heat%20exhaustion		0000-0002-9578-0788							
GENEPIO:0100072	pseudo-chilblains on fingers	class				patient signs and symptoms enumeration		DOID:7	disease of anatomical entity			2022-01-19T18:23:15.862Z	covid fingers	Inflammatory chilblain-like nodules on the hands and/or fingers.			0000-0002-9578-0788	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100073	pseudo-chilblains on toes	class				patient signs and symptoms enumeration		DOID:7	disease of anatomical entity			2022-01-19T18:23:15.862Z	covid toes	Inflammatory chilblain-like nodules on the feet and/or toes.			0000-0002-9578-0788	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
																								
GENEPIO:0100301	patient pre-existing conditions and risk factors enumeration	class					pre-existing condition	GENEPIO:0001522	enumeration			2022-01-19T18:23:15.862Z		A host pre-existing conditions and risk factors at time of specimen collection which consists of a set of named members and where the host is a patient.			0000-0002-9578-0788	requires discussion						
GENEPIO:0100074	cardiac injury	class				patient pre-existing conditions and risk factors enumeration|patient health complications enumeration		BFO:0000016	disposition			2022-01-19T18:23:15.862Z		Trauma to the cardiac muscle or valves.	https://www.ebi.ac.uk/ols/ontologies/ncit/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FNCIT_C45430		0000-0002-9578-0788	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100075	chronic cough	class				patient pre-existing conditions and risk factors enumeration		DOID:850	lung disease			2022-01-19T18:23:15.862Z		A reflex action of the respiratory tract that is used to clear the upper airways, lasting for more than 8 weeks			0000-0002-9578-0788	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100076	chronic gastrointestinal disease	class				patient pre-existing conditions and risk factors enumeration		DOID:77	gastrointestinal system disease			2022-01-19T18:23:15.862Z		A persistent disease that affects the gastrointestinal tract.			0000-0002-9578-0788	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100077	postpartum (≤6 weeks)	class				patient pre-existing conditions and risk factors enumeration		GENEPIO:0001170	organism datum			2022-01-19T18:23:15.862Z		The period of time less than or equal to six weeks after labor and delivery.			0000-0002-9578-0788	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100078	drug abuse	class				patient pre-existing conditions and risk factors enumeration		GENEPIO:0001088	drug abuse status			2022-01-19T18:23:15.862Z		The use of a drug for a reason other than which it was intended or in a manner or in quantities other than directed.			0000-0002-9578-0788	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100079	injection drug abuse	class				patient pre-existing conditions and risk factors enumeration		GENEPIO:0001088	drug abuse status			2022-01-19T18:23:15.862Z		The use of an injection drug for a reason other than which it was intended or in a manner or in quantities other than directed.			0000-0002-9578-0788	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100080	cardiac transplant	class				patient pre-existing conditions and risk factors enumeration		GENEPIO:0001170	organism datum			2022-01-19T18:23:15.862Z		An individual who is receiving or has received a transplant of a heart.			0000-0002-9578-0788	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100081	liver transplant	class				patient pre-existing conditions and risk factors enumeration		GENEPIO:0001170	organism datum			2022-01-19T18:23:15.862Z		An individual who is receiving or has received a transplant of a liver.			0000-0002-9578-0788	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
																								
GENEPIO:0100293	variant designation	class						GENEPIO:0001664	infection detail datum			2022-01-19T18:23:15.862Z		An infection detail datum which is used for classifying a variant of the Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2), determined by the risk it poses based on available scientific evidence.			0000-0002-9578-0788	requires discussion						
GENEPIO:0100082	Variant of Concern (SARS-CoV-2)	class						GENEPIO:0100293	variant designation			2022-01-19T18:23:15.862Z	VOC|VoC|	A variant designation which is 1) a variant of the Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2), 2) believed to have genetic mutations that increase binding affinity to human cells, 3) linked to rapid spread in human populations, and 4) is being monitored.			0000-0002-9578-0788|0000-0002-1107-9135	requires discussion		PHA4GE Definition: A category used for indicating that a variant of the Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2) containing genetic mutations believed to increase binding affinity to human cells and linked to rapid spread in human populations is being monitored.				
GENEPIO:0100083	Variant of Interest (SARS-CoV-2)	class						GENEPIO:0100293	variant designation			2022-01-19T18:23:15.862Z	VOI	A variant designation which is 1) a variant of the Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2), 2) demonstrated to have genetic mutations that increase binding affinity to human cells, 3) linked to rapid spread in human populations, and 4) is under surveillance.			0000-0002-9578-0788	requires discussion		PHA4GE Definition: A category used for indicating that a variant of the Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2) containing genetic mutations demonstrated to increase binding affinity to human cells and linked to rapid spread in human populations is under surveillance.				
GENEPIO:0100279	Variant Under Monitoring (SARS-CoV-2)	class						GENEPIO:0100293	variant designation			2022-01-19T18:23:15.862Z	VUM|Variant Being Monitored|VBM	A variant designation which is 1) a variant of the Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2), 2) containing genetic mutates that may increase binding affinity to human cells, 3) linked to rapid spread in human populations, 4) is being monitored, and 5) denoted as a lower risk than a Variant of Interest (VOI).			0000-0002-9578-0788	requires discussion		PHA4GE Definition: A category used for indicating that a variant of the Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2) containing genetic mutations that may increase binding affinity to human cells and linked to rapid spread in human populations is being monitored. This category denotes less risk than a Variant of Interest (VOI).				
																								
GENEPIO:0100302	patient health complications enumeration	class					Complication	GENEPIO:0001522	enumeration			2022-01-19T18:23:15.862Z		A host health complications at time of specimen collection which consists of a set of named members and where the host is a patient.			0000-0002-9578-0788	requires discussion						
GENEPIO:0100084	tachyarrhythmia	class				patient health complications enumeration		DOID:114	heart disease			2022-01-19T18:23:15.862Z		A disorder characterized by an arrhythmia with an above normal rate.	https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&version=21.09d&ns=ncit&code=C110938&key=n2078840696&b=1&n=null		0000-0002-9578-0788	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100085	noncardiogenic pulmonary edema	class				patient health complications enumeration		DOID:114	heart disease			2022-01-19T18:23:15.862Z		A disease process that results in acute hypoxia secondary to a rapid deterioration in respiratory status.Increased capillary permeability and changes in pressure gradients within the pulmonary capillaries and vasculature are mechanisms for which noncardiogenic pulmonary edema occurs. To differentiate from cardiogenic pulmonary edema, pulmonary capillary wedge pressure is not elevated and remains less than 18 mmHg.			0000-0002-9578-0788	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100086	neurogenic pulmonary edema	class				patient health complications enumeration		DOID:850	lung disease			2022-01-19T18:23:15.862Z	NPE	A clinical syndrome characterized by the acute onset of pulmonary edema following a significant central nervous system (CNS) insult.			0000-0002-9578-0788	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100087	obsolete: cardiac injury	class	GENEPIO:0100074	cardiac injury	TRUE							2022-01-19T18:23:15.862Z												
GENEPIO:0100088	fulminant myocarditis	class				patient health complications enumeration		DOID:114	heart disease			2022-01-19T18:23:15.862Z		An acute form of myocarditis, whose main characteristic is a rapidly progressive clinical course with the need for hemodynamic support.			0000-0002-9578-0788	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100089	complete Kawasaki disease	class				patient health complications enumeration		DOID:114	heart disease			2022-01-19T18:23:15.862Z	complete Kawasaki syndrome	A diagnosis of Kawasaki disease (KD) based on the fulfillment of a set of clinical signs including fever of five or more days' duration with at least four of the following five signs: (i) bilateral conjunctival injection, (ii) cervical lymphadenopathy, (iii) polymorphous skin rash, (iv) changes in the lips or oral mucosa, and (v) changes of the distal extremities.Usual laboratory findings in KD patients include elevated erythrocyte sedimentation rate and C-reactive protein, hypoalbuminemeia, elevated serum hepatic transaminases and leukocytosis with thrombocytosis noted later in the course of the illness.			0000-0002-9578-0788	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100090	incomplete Kawasaki disease	class				patient health complications enumeration		DOID:114	heart disease			2022-01-19T18:23:15.862Z	incomplete Kawasaki syndrome	A diagnosis of Kawasaki disease (KD) when patients fail to meet “classic” clinical features but have laboratory findings usually associated with KD and no reasonable alternate diagnosis, they are said to have incomplete or atypical KD.			0000-0002-9578-0788	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100091	acute liver injury	class				patient health complications enumeration		BFO:0000016	disposition			2022-01-19T18:23:15.862Z		A condition of liver damage that is characterized by coagulopathy with no signs of encephalopathy.	https://doi.org/10.1016/j.aohep.2018.11.009		0000-0002-9578-0788	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100092	ventilation induced lung injury	class				patient health complications enumeration		BFO:0000016	disposition			2022-01-19T18:23:15.862Z	VILI	A lung injury that results from mechanical stress and strain that occur during tidal ventilation in the susceptible lung.			0000-0002-9578-0788	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100093	muscle injury	class				patient health complications enumeration		BFO:0000016	disposition			2022-01-19T18:23:15.862Z		An injury in muscle tissue caused by bruising, spraining or laceration.			0000-0002-9578-0788	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100094	organ failure	class				patient health complications enumeration		DOID:7	disease of anatomical entity			2022-01-19T18:23:15.862Z		An organ dysfunction to such a degree that normal homeostasis cannot be maintained without external clinical intervention.	https://en.wikipedia.org/wiki/Organ_dysfunction		0000-0002-9578-0788	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100095	secondary staph infection	class				patient health complications enumeration		DOID:104	bacterial infectious disease			2022-01-19T18:23:15.862Z		A infection caused by staphylococcus bacteria, bearing the secondary infection role			0000-0002-9578-0788	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.	If a secondary staphylococcus infection was identified during or after treatment of the primary infection.				
GENEPIO:0100096	secondary strep infection	class				patient health complications enumeration		DOID:104	bacterial infectious disease			2022-01-19T18:23:15.862Z		A infection caused by streptococcal bacteria, bearing the secondary infection role			0000-0002-9578-0788	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.	If a secondary streptococcal infection was identified during or after treatment of the primary infection.				
GENEPIO:0100097	hyperinflammatory shock	class				patient health complications enumeration		BFO:0000016	disposition			2022-01-19T18:23:15.862Z		A systemtic inflammatory response to infectious and/or non-fectious etiologies, resulting in life-threatening, generalized form of acute circulatory failure associated with inadequate oxygen utilization by the cells.			0000-0002-9578-0788	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.	Descriptive of both infectious and non-infectious etiologies.				
GENEPIO:0100098	refractory cardiogenic shock	class				patient health complications enumeration		DOID:1287	cardiovascular system disease			2022-01-19T18:23:15.862Z		A persistent form of cardiogenic shock that presents as persistent tissue hyoperfusion despite administration of adequote doses of vasoactive medications and treatmenft of the underlying aetiology.			0000-0002-9578-0788	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100099	refractory cardiogenic plus vasoplegic shock	class				patient health complications enumeration		DOID:1287	cardiovascular system disease			2022-01-19T18:23:15.862Z		A persistent form of cardiogenic shock that presents simultaneously with vasoplegic shock.			0000-0002-9578-0788	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
																								
GENEPIO:0100298	vaccination status	class						GENEPIO:0001222	patient as host datum			2022-01-19T18:23:15.862Z		A patient as host datum which indicates the vaccination status of the patient.			0000-0002-9578-0788	requires discussion						
GENEPIO:0100100	fully vaccinated	class						GENEPIO:0100298	vaccination status			2022-01-19T18:23:15.862Z		A vaccination status in which an individual has completed a full series of an authorized vaccine according to the regional health institutional guidance.			0000-0002-9578-0788|0000-0002-1107-9135	requires discussion		PHA4GE Definition: A category used for indicating that a variant of the Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2) containing genetic mutations demonstrated to increase binding affinity to human cells and linked to rapid spread in human populations is under surveillance.				
GENEPIO:0100101	partially vaccinated	class						GENEPIO:0100298	vaccination status			2022-01-19T18:23:15.862Z		A vaccination status in which an individual has started but not yet fully completed a vaccine series authorized and administered according to the regional health institutional guidance.			0000-0002-9578-0788	requires discussion		In general, people are considered partially vaccinated 2 weeks after their first dose in a single-dose or multi-dose vaccine series.				
GENEPIO:0100102	not vaccinated	class						GENEPIO:0100298	vaccination status			2022-01-19T18:23:15.862Z	unvaccinated	A vaccination status in which an individual has not completed or intiated a vaccine series authorized and administered according to the regional health institutional guidance.			0000-0002-9578-0788	requires discussion		In general, people are considered not vaccinated if they have not received a single dose or have not yet completed the 2 weeks after their first dose in a single-dose or multi-dose vaccine series.				
																								
GENEPIO:0100105	Illumina sequencing instrument model	class						GENEPIO:0001921	sequencing instrument model			2022-01-19T18:23:15.862Z		A DNA sequencer manufactured by the Illumina corporation.			0000-0002-9578-0788|0000-0002-1107-9135	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100106	Illumina Genome Analyzer	class						GENEPIO:0100105	Illumina sequencing instrument model			2022-01-19T18:23:15.862Z		A DNA sequencer manufactured by Solexa as one of its first sequencer lines, launched in 2006, and capable of sequencing 1 gigabase (Gb) of data in a single run.			0000-0002-9578-0788|0000-0002-1107-9135	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100107	obsolete: Illumina Genome Analyzer II	class	OBI:0000703	Illumina Genome Analyzer II	TRUE							2022-01-19T18:23:15.862Z		A DNA sequencer manufactured by the Illumina (Solexa) corporation, which supports sequencing of single or paired end clone libraries relying on sequencing by synthesis technology.			0000-0002-9578-0788|0000-0002-1107-9135	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100108	obsolete: Illumina Genome Analyzer IIx	class	OBI:0002000	Genome Analyzer IIx	TRUE							2022-01-19T18:23:15.862Z		An Illumina Genome Analyzer II which is manufactured by the Illumina corporation. It supports sequencing of single, long or short insert paired end clone libraries relying on sequencing by synthesis technology. The Genome Analyzer IIx is the most widely adopted next-generation sequencing platform and proven and published across the broadest range of research applications.			0000-0002-9578-0788|0000-0002-1107-9135	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100109	Illumina HiScanSQ	class						GENEPIO:0100105	Illumina sequencing instrument model			2022-01-19T18:23:15.862Z		A DNA sequencer manufactured by the Illumina corporation using sequence-by-synthesis chemistry, and contains a HiScan Reader for sequencing and microarray-based analyses as well as an "SQ Module" to support microfluidics.			0000-0002-9578-0788|0000-0002-1107-9135	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100110	Illumina HiSeq	class						GENEPIO:0100105	Illumina sequencing instrument			2022-01-19T18:23:15.862Z		A DNA sequencer manufactured by the Illumina corporation using sequence-by-synthesis chemistry, enabling deep sequencing and high yield.			0000-0002-9578-0788|0000-0002-1107-9135	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0001939	obsolete: Illumina HiSeq Sequencer	class	GENEPIO:0100110	Illumina HiSeq	TRUE							2022-01-19T18:23:15.862Z												
GENEPIO:0100111	Illumina HiSeq X	class						GENEPIO:0100110	Illumina HiSeq			2022-01-19T18:23:15.862Z		A DNA sequencer manufactured by the Illumina corporation using sequence-by-synthesis chemistry that oenabled sufficent depth and coverage to produce the first 30x human genome for $1000.			0000-0002-9578-0788|0000-0002-1107-9135	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100112	Illumina HiSeq X Five	class						GENEPIO:0100111	Illumina HiSeq X			2022-01-19T18:23:15.862Z	Illumina HiSeq X 5	A DNA sequencer manufactured by the Illumina corporation using sequence-by-synthesis chemistry that consists of a set of 5 HiSeq X Sequencing Systems.			0000-0002-9578-0788|0000-0002-1107-9135	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100113	Illumina HiSeq X Ten	class						GENEPIO:0100111	Illumina HiSeq X			2022-01-19T18:23:15.862Z	Illumina HiSeq X 10	A DNA sequencer that consists of a set of 10 HiSeq X Sequencing Systems.			0000-0002-9578-0788|0000-0002-1107-9135	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100114	obsolete: Illumina HiSeq 1000	class	OBI:0002022	Illumina HiSeq 1000	TRUE							2022-01-19T18:23:15.862Z		A DNA sequencer which is manufactured by the Illumina corporation, with a single flow cell and a throughput of up to 35 Gb per day. It supports sequencing of single, long or short insert paired end clone libraries relying on sequencing by synthesis technology.			0000-0002-9578-0788|0000-0002-1107-9135	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100115	Illumina HiSeq 1500	class						GENEPIO:0100110	Illumina HiSeq			2022-01-19T18:23:15.862Z		A DNA sequencer which is manufactured by the Illumina corporation, with a single flow cell and a throughput of up to 35-50 Gb per day.			0000-0002-9578-0788|0000-0002-1107-9135	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100116	obsolete: Illumina HiSeq 2000	class	OBI:0002001	Illumina HiSeq 2000	TRUE							2022-01-19T18:23:15.862Z		A DNA sequencer which is manufactured by the Illumina corporation, with two flow cells and a throughput of up to 55 Gb per day. Built upon sequencing by synthesis technology, the machine is optimized for generation of data for multiple samples in a single run.			0000-0002-9578-0788|0000-0002-1107-9135	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100117	obsolete: Illumina HiSeq 2500	class	OBI:0002002	Illumina HiSeq 2500	TRUE							2022-01-19T18:23:15.862Z		A DNA sequencer which is manufactured by the Illumina corporation, with two flow cells and a throughput of up to 160 Gb per day. Built upon sequencing by synthesis technology, the machine is optimized for generation of data for batching multiple samples or rapid results on a few samples.			0000-0002-9578-0788|0000-0002-1107-9135	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100118	obsolete: Illumina HiSeq 3000	class	OBI:0002048	Illumina HiSeq 3000	TRUE							2022-01-19T18:23:15.862Z		A DNA sequencer manufactured by Illumina corporation, with a single flow cell and a throughput of more than 200 Gb per day.			0000-0002-9578-0788|0000-0002-1107-9135	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100119	obsolete: Illumina HiSeq 4000	class	OBI:0002049	Illumina HiSeq 4000	TRUE							2022-01-19T18:23:15.862Z		A DNA sequencer manufactured by Illumina corporation, with two flow cell and a throughput of more than 400 Gb per day.			0000-0002-9578-0788|0000-0002-1107-9135	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100120	Illumina iSeq	class						GENEPIO:0100105	Illumina sequencing instrument model			2022-01-19T18:23:15.862Z		A DNA sequencer manufactured by the Illumina corporation using sequence-by-synthesis chemistry that is lightweight.			0000-0002-9578-0788|0000-0002-1107-9135	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
